         228308 function calls (220670 primitive calls) in 19.828 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      620    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:29(__init__)
      620    0.001    0.000    0.001    0.000 {method 'nbytes' of 'torch._C.StorageBase' objects}
   249/52    0.001    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/abc.py:121(__subclasscheck__)
      317    0.001    0.000    0.010    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:2232(named_parameters)
       60    0.001    0.000    0.598    0.010 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/npyio.py:235(__getitem__)
      496    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:128(_invalidate_flags_cache)
      440    0.001    0.000    0.001    0.000 {built-in method _pickle.dump}
      193    0.001    0.000    0.010    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:56(validate_and_convert)
      400    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:323(is_cuda)
      102    0.001    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:1711(__setattr__)
        1    0.001    0.001    0.022    0.022 /gpfs/fs1/home/sbose/APPFL/src/appfl/algorithm/server_federated.py:20(__init__)
      534    0.001    0.000    0.001    0.000 {method 'encode' of 'str' objects}
      190    0.001    0.000    0.016    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/basecontainer.py:64(_get_child)
      510    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:240(_cpu_deserialize)
      518    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
      110    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:126(clone)
       40    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:2162(<dictcomp>)
      400    0.001    0.000    0.012    0.000 {built-in method torch._C._cuda_exchangeDevice}
      179    0.001    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:123(_set_parent)
      2/1    0.001    0.000    0.064    0.064 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:378(get_dataclass_data)
        1    0.001    0.001    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:1403(_clear_cache)
      154    0.001    0.000    0.001    0.000 {built-in method torch.zeros_like}
      484    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/basecontainer.py:707(_value)
        1    0.001    0.001   18.904   18.904 /gpfs/fs1/home/sbose/APPFL/src/appfl/run_mpi.py:18(run_server)
      202    0.001    0.000    0.007    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:212(_resolve_optional)
      482    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:31(_value)
      156    0.001    0.000    0.004    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:672(is_dict_subclass)
      400    0.001    0.000    0.001    0.000 {built-in method torch._C._cuda_maybeExchangeDevice}
       20    0.001    0.000    0.069    0.003 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/npyio.py:282(load)
      125    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:432(__init__)
      375    0.001    0.000    0.001    0.000 {method 'tell' of '_io.BytesIO' objects}
      120    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:1038(close)
       15    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:455(__init__)
      360    0.001    0.000    0.001    0.000 {method 'seek' of '_io.BytesIO' objects}
     45/5    0.001    0.000    0.015    0.003 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:2153(load)
    60/58    0.001    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:248(_resolve_forward)
       60    0.001    0.000    0.001    0.000 {method 'reduce' of 'numpy.ufunc' objects}
       60    0.001    0.000    0.009    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/ast.py:54(literal_eval)
      120    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:702(_get_decompressor)
      405    0.001    0.000    0.001    0.000 {built-in method torch._C._cuda_getDeviceCount}
      114    0.001    0.000    0.157    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:316(__set_impl)
      400    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_utils.py:121(_get_async_or_non_blocking)
      357    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:371(__getattr__)
      208    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:131(_get_parent)
        1    0.001    0.001   19.829   19.829 /home/sbose/time-series-forecasting-federation/.experiments/7.py:85(main)
      154    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:102(__init__)
      154    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:279(helper)
      110    0.001    0.000    0.014    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_tensor.py:212(__reduce_ex__)
      190    0.001    0.000    0.013    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:706(_maybe_resolve_interpolation)
      160    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:181(_get_node_flag)
      110    0.001    0.000    0.033    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:949(__reduce__)
      335    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:1696(__getattr__)
      160    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/encodings/cp437.py:14(decode)
