         2675649 function calls (2624534 primitive calls) in 19.785 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:186(_validate_and_convert_impl)
       51    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/trace_rules.py:3128(_module_dir)
       77    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/inspect.py:209(ismethoddescriptor)
       40    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:347(__init__)
      154    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       33    0.000    0.000    0.029    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/inspect.py:2264(_signature_from_builtin)
       55    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/utilities/decorator.py:224(memoize_property)
       62    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/linecache.py:147(lazycache)
       76    0.000    0.000    0.004    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/basecontainer.py:562(get_target_type_hint)
       72    0.000    0.000    0.019    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:361(__getitem__)
       41    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:1435(__init__)
        5    0.000    0.000    0.182    0.036 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:574(save)
      152    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/inspect.py:3010(return_annotation)
       18    0.000    0.000    0.005    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/linecache.py:80(updatecache)
       52    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/singleton.py:106(__getattr__)
       40    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/backends/cudnn/rnn.py:11(get_cudnn_mode)
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:504(_is_compressed_file)
       47    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/numbers.py:2243(__eq__)
       67    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:88(__post_init__)
       37    0.000    0.000    0.275    0.007 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/multipledispatch/core.py:59(_)
        1    0.000    0.000    0.047    0.047 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/eval_frame.py:1(<module>)
       51    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:241(_validate_non_optional)
       46    0.000    0.000    0.004    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/dataclasses.py:637(_hash_fn)
       34    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.006    0.006 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/fx/experimental/symbolic_shapes.py:1827(ShapeEnv)
    53/47    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:1093(<listcomp>)
       56    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/trace_rules.py:3119(_strip_init_py)
        1    0.000    0.000    0.042    0.042 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/output_graph.py:1(<module>)
       23    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:1549(__init_subclass__)
       37    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/decorators.py:202(make_wrapped)
       40    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/cuda/__init__.py:382(__init__)
      140    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:1951(_fpclose)
      128    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      140    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:667(_check_compression)
       44    0.000    0.000    0.000    0.000 {built-in method torch._C._get_schema}
       67    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/basecontainer.py:59(__init__)
       48    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:101(<lambda>)
       37    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/tokenize.py:406(tokenize)
      137    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:380(__repr__)
       34    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/libmp/libmpf.py:491(from_rational)
       48    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:102(<lambda>)
       69    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       13    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:74(from_sarif)
       10    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/symbol.py:606(symbols)
        1    0.000    0.000    0.016    0.016 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/checkpoint.py:1(<module>)
      124    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/functions/functions.py:85(defun)
       39    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:252(contextmanager)
       67    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:364(__init__)
       44    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nested/_internal/ops.py:170(register_func)
        1    0.000    0.000    0.003    0.003 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_opset8.py:1(<module>)
       33    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:213(<listcomp>)
       60    0.000    0.000    0.008    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/format.py:223(read_magic)
       15    0.000    0.000    0.007    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/library.py:55(__init__)
       67    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:724(is_valid_value_annotation)
      129    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/_collections_abc.py:409(__subclasshook__)
      120    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
       41    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/decorators.py:98(priority_decorator)
       60    0.000    0.000    0.009    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/utils.py:1027(safe_eval)
        1    0.000    0.000    0.066    0.066 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/source.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_opset13.py:1(<module>)
       31    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/omegaconf.py:638(is_config)
       60    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/format.py:282(descr_to_dtype)
      120    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x14e2ce2964d0}
      120    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:721(__init__)
        4    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/data/dataloader.py:226(__init__)
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:1304(_get_restore_location)
        1    0.000    0.000    0.005    0.005 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/printing/pycode.py:1(<module>)
      115    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:547(_check_dill_version)
      111    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       58    0.000    0.000    0.117    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:306(__setitem__)
       21    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.038    0.019 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/rnn.py:59(__init__)
      120    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       17    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_ops.py:100(inner)
      115    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:413(__init__)
        1    0.000    0.000    0.013    0.013 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_tensor/ops/view_ops.py:1(<module>)
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:1223(_get_dtype_from_pickle_storage_type)
       22    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:528(register_parameter)
       60    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/compat/py3k.py:49(isfileobj)
       19    0.000    0.000    0.034    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/init.py:13(_no_grad_uniform_)
      115    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:416(__enter__)
    55/41    0.000    0.000    0.169    0.004 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:641(_set_value)
        1    0.000    0.000    0.007    0.007 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_tensor/ops/math_ops.py:1(<module>)
       27    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/singleton.py:165(__init__)
       18    0.000    0.000    0.461    0.026 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/trace_rules.py:3252(add)
      120    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
       89    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/multipledispatch/utils.py:44(<dictcomp>)
      117    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/dataclasses.py:839(_hash_set_none)
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:1065(UnpicklerWrapper)
        1    0.000    0.000    0.005    0.005 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/parsing/sympy_parser.py:1(<module>)
       26    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/enum.py:986(__and__)
       34    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/abc.py:105(__new__)
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:1330(dtype)
      110    0.000    0.000    0.000    0.000 {method 'fileno' of '_io._IOBase' objects}
        3    0.000    0.000    0.002    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:532(Literal)
        1    0.000    0.000    0.013    0.013 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/geometry/line.py:1(<module>)
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:240(_cpu_deserialize)
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:419(__exit__)
        8    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nested/_internal/ops.py:60(check_schema)
        9    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/autograd/function.py:331(__init__)
      105    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.153    0.153 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/numbers.py:1(<module>)
       27    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/enum.py:590(_find_data_type)
       20    0.000    0.000    0.005    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/data/dataloader.py:659(__init__)
       33    0.000    0.000    0.004    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:121(__call__)
       13    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/enum.py:165(__prepare__)
       26    0.000    0.000    0.162    0.006 /home/sbose/.conda/envs/FL/lib/python3.10/sre_compile.py:622(_code)
       18    0.000    0.000    0.008    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/traceback.py:216(extract_stack)
       17    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:801(__init__)
       20    0.000    0.000    9.329    0.466 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/optim/adam.py:15(__init__)
       55    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:735(_valid_dict_key_annotation_type)
       54    0.000    0.000    0.004    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/decorators.py:35(deco)
      111    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       32    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:1350(__init_subclass__)
      102    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:344(_is_flags_root)
        1    0.000    0.000    0.024    0.024 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_helper.py:1(<module>)
       51    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/sympify.py:502(_sympify)
        1    0.000    0.000    1.993    1.993 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_functional_collectives.py:1(<module>)
       12    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_functorch/deprecated.py:41(setup_docs)
       17    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_iv.py:407(_mpq)
       17    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_logging/_internal.py:513(getArtifactLogger)
       52    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/sre_compile.py:619(isstring)
       20    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/npyio.py:212(close)
       52    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/cuda/_utils.py:9(_get_device_index)
        3    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:284(_flatten_literal_params)
       52    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/data/dataset.py:421(__len__)
       20    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:216(_EndRecData64)
       30    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:664(__init__)
       89    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/functions/functions.py:81(defun_wrapped)
       31    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:680(is_primitive_container)
       47    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:993(__instancecheck__)
        4    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_decomp/__init__.py:34(_add_op_to_registry)
        1    0.000    0.000    0.023    0.023 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_internal/onnxruntime.py:1(<module>)
        1    0.000    0.000    0.333    0.333 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/polytools.py:1(<module>)
       43    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/utilities/iterables.py:775(topological_sort)
        1    0.000    0.000    0.080    0.080 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/symbolic_convert.py:1(<module>)
      104    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        9    0.000    0.000    0.005    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_library/abstract_impl.py:18(register)
        1    0.000    0.000    0.040    0.040 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/symbolic_convert.py:601(InstructionTranslatorBase)
        1    0.000    0.000    0.011    0.011 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/utils.py:1(<module>)
       45    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/codecs.py:319(decode)
       14    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/textwrap.py:422(dedent)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_tensor/ops/tensor_ops.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/cuda/__init__.py:360(__init__)
       43    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:979(_wrap_libmp_function)
       43    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/compatibility.py:1(<module>)
       43    0.000    0.000    0.008    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/sre_parse.py:97(closegroup)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/expr.py:42(Expr)
       59    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:1217(<genexpr>)
        1    0.000    0.000    0.123    0.123 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_functorch/aot_autograd.py:1(<module>)
       47    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_numpy/_ufuncs.py:289(deco_unary_ufunc)
       38    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_numpy/_ufuncs.py:67(deco_binary_ufunc)
       10    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_deprecation.py:20(decorator)
    80/76    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/data/dataloader.py:417(__setattr__)
       40    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/cuda/__init__.py:367(__exit__)
       26    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/sre_parse.py:225(__init__)
       80    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_numpy/_ndarray.py:84(create_method)
        5    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:481(__init__)
       34    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/libmp/libmpf.py:950(mpf_div)
        5    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:490(__exit__)
        9    0.000    0.000    1.955    0.217 /home/sbose/.conda/envs/FL/lib/python3.10/inspect.py:1604(getframeinfo)
       13    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/enum.py:626(_find_new_)
       23    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/jit/_builtins.py:182(_register_builtin)
       41    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:193(_checkLevel)
       27    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/enum.py:579(_get_mixins_)
        1    0.000    0.000    0.021    0.021 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/builder.py:1(<module>)
        1    0.000    0.000    0.100    0.100 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/sets/handlers/union.py:1(<module>)
       42    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/rnn.py:156(<listcomp>)
        1    0.000    0.000    0.080    0.080 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_inductor/config.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/cuda/__init__.py:364(__enter__)
       70    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/assumptions_generated.py:1(<module>)
       20    0.000    0.000    0.778    0.039 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:1051(to)
        1    0.000    0.000    0.257    0.257 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/sets/handlers/intersection.py:1(<module>)
       80    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/traceback.py:309(walk_stack)
       28    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:1657(__getstate__)
        5    0.000    0.000    0.184    0.037 /gpfs/fs1/home/sbose/APPFL/src/appfl/comm/mpi/mpi_sync_communicator.py:73(send_local_models_to_server)
       38    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/assumptions.py:494(make_property)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/trace_rules.py:3210(get_legacy_mod_inlinelist)
       20    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/lazy.py:91(_create_realize_and_forward)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_mp.py:96(init_builtins)
       83    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_helper.py:313(quantized_args)
       43    0.000    0.000    0.356    0.008 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/multipledispatch/dispatcher.py:147(_)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_opset12.py:1(<module>)
       20    0.000    0.000    0.010    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/npyio.py:91(zipfile_factory)
       12    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/utilities/misc.py:305(func_name)
        1    0.000    0.000    0.277    0.277 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/__init__.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:465(_decodeExtra)
        6    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_iv.py:413(convert)
       40    0.000    0.000    0.000    0.000 {built-in method torch._use_cudnn_rnn_flatten_weight}
       19    0.000    0.000    0.025    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/importlib/util.py:73(find_spec)
       20    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/data/dataloader.py:93(_get_distributed_settings)
        3    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/dataclasses.py:1187(fields)
        1    0.000    0.000    0.281    0.281 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/__init__.py:1(<module>)
       44    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/cuda/__init__.py:180(<genexpr>)
        1    0.000    0.000    0.011    0.011 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/_sympy/value_ranges.py:1(<module>)
       19    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/fx/experimental/recording.py:217(decorator)
       36    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:1662(__setstate__)
       29    0.000    0.000    0.005    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:1188(copy_with)
        1    0.000    0.000    0.006    0.006 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_functorch/make_functional.py:1(<module>)
       12    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/listconfig.py:46(__init__)
       35    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:621(is_primitive_list)
    24/23    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/libmp/gammazeta.py:1(<module>)
       26    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:118(<lambda>)
       10    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:428(__init__)
       26    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:597(_is_special)
