         8274285 function calls (8097115 primitive calls) in 66.252 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/functions/functions.py:1(<module>)
       43    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       46    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/sre_compile.py:477(_get_iscased)
       45    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/sre_compile.py:81(_combine_flags)
        1    0.000    0.000    0.006    0.006 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/simplify/hyperexpand.py:1(<module>)
        1    0.000    0.000    0.275    0.275 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/expr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_functorch/_aot_autograd/traced_function_transforms.py:1(<module>)
       43    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.024    0.024 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/polyoptions.py:1(<module>)
       41    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:786(__init__)
        1    0.000    0.000    0.137    0.137 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/basic.py:1(<module>)
        1    0.000    0.000    0.024    0.024 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/integrals/laplace.py:1(<module>)
        1    0.000    0.000    0.236    0.236 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_higher_order_ops/map.py:1(<module>)
        8    0.000    0.000    0.008    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/listconfig.py:125(__deepcopy__)
       43    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       15    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:741(is_primitive_type_annotation)
       20    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/npyio.py:72(__init__)
        6    0.000    0.000    0.000    0.000 {function Random.seed at 0x1483a60235b0}
        1    0.000    0.000    0.011    0.011 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/sets/sets.py:1(<module>)
        4    0.000    0.000    0.130    0.033 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/_config_module.py:19(install_config_module)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/functions/bessel.py:1(<module>)
        1    0.000    0.000    0.055    0.055 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nested/_internal/nested_tensor.py:1(<module>)
       45    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_iv.py:394(<lambda>)
       43    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/collections/__init__.py:402(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_opset14.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/tensor.py:1(<module>)
       13    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_numpy/_reductions_impl.py:26(_deco_axis_expand)
       18    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_ops.py:301(fallthrough)
        3    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/fx/experimental/sym_node.py:1253(binary_magic_impl)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/libmp/gammazeta.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:533(__exit__)
        1    0.000    0.000    0.084    0.084 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/functions/elementary/trigonometric.py:1(<module>)
       14    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:336(__new__)
        1    0.000    0.000    0.098    0.098 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/simplify/simplify.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/domains/domain.py:379(__call__)
        7    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:279(binary_op)
        1    0.000    0.000    0.061    0.061 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_numpy/fft.py:1(<module>)
       14    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_numpy/fft.py:13(upcast)
       53    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:560(<genexpr>)
       14    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/codecs.py:309(__init__)
       43    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/multipledispatch/dispatcher.py:120(register)
        1    0.000    0.000    0.097    0.097 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/solvers/ode/ode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/functions/zeta.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/sre_parse.py:268(getuntil)
        1    0.000    0.000    0.071    0.071 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_tensor/op_schema.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/posixpath.py:150(dirname)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/output_graph.py:231(OutputGraph)
       40    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:452(__init__)
        1    0.000    0.000    0.005    0.005 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_type_utils.py:1(<module>)
      3/1    0.000    0.000    0.158    0.158 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/omegaconf.py:818(_create_impl)
       38    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/enum.py:724(_generate_next_value_)
        1    0.000    0.000    0.017    0.017 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/utilities/lambdify.py:1(<module>)
        2    0.000    0.000    0.043    0.022 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/rnn.py:226(reset_parameters)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/multipledispatch/dispatcher.py:89(Dispatcher)
       41    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/decorators.py:72(call_highest_priority)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/assumptions_generated.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/sre_parse.py:433(_uniq)
        1    0.000    0.000    0.000    0.000 {built-in method torch.empty_strided}
      8/4    0.000    0.000    0.002    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nested/_internal/nested_tensor.py:207(__torch_dispatch__)
        9    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/utilities/decorator.py:308(deprecated_decorator)
       21    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_tensor/ops/utils.py:60(<listcomp>)
       42    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       20    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:455(pop_all)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/printing/latex.py:141(LatexPrinter)
        1    0.000    0.000    0.004    0.004 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/user_defined.py:1(<module>)
       33    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:389(__init__)
        9    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/__init__.py:1990(__getattr__)
        1    0.000    0.000    0.047    0.047 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/symbol.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/integrals/meijerint.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:514(_push_exit_callback)
        1    0.000    0.000    0.004    0.004 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/evalf.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/domains/mpelements.py:47(__init__)
        1    0.000    0.000    0.847    0.847 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/printing/latex.py:1(<module>)
        1    0.000    0.000    0.162    0.162 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/sets/__init__.py:1(<module>)
        6    0.000    0.000    0.003    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:2247(_make_nmtuple)
       33    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/inspect.py:2173(RewriteSymbolics)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_opset7.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/traceback.py:386(from_list)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_type_utils.py:65(JitScalarType)
        6    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:2249(<dictcomp>)
       37    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/multipledispatch/core.py:13(dispatch)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_tensor/dispatch.py:70(__init__)
        6    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:1603(_max_pool)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/dicts.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/power.py:282(__new__)
        1    0.000    0.000    0.117    0.117 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/matrices/expressions/matmul.py:1(<module>)
        1    0.000    0.000    0.214    0.214 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/mul.py:1(<module>)
        1    0.000    0.000    0.018    0.018 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/solvers/solvers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/init.py:406(kaiming_uniform_)
        6    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/fx/experimental/symbolic_shapes.py:1099(_lru_cache)
        1    0.000    0.000    0.027    0.027 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_functorch/deprecated.py:1(<module>)
        1    0.000    0.000    0.140    0.140 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/concrete/summations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/matrices/domainmatrix.py:53(DomainMatrix)
       17    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_logging/_internal.py:107(register_artifact_log)
        1    0.000    0.000    0.032    0.032 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/functions/special/bessel.py:1(<module>)
        1    0.000    0.000    0.017    0.017 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/printing/lambdarepr.py:1(<module>)
       18    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/basecontainer.py:696(_is_interpolation)
        1    0.000    0.000    0.003    0.003 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/matrices/common.py:1(<module>)
        1    0.000    0.000   11.967   11.967 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/__init__.py:1(<module>)
        1    0.000    0.000    0.003    0.003 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:1(<module>)
        1    0.000    0.000    0.061    0.061 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/functions/special/error_functions.py:1(<module>)
       33    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:407(<listcomp>)
        9    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_library/abstract_impl.py:73(construct_meta_kernel)
       18    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:394(_validate_and_convert_impl)
        1    0.000    0.000    0.033    0.033 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/integrals/integrals.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/fx/experimental/sym_node.py:1220(is_constant)
        1    0.000    0.000    0.003    0.003 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/device_interface.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/nn_module.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.727    0.727 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/__init__.py:1(<module>)
        1    0.000    0.000    0.148    0.148 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/ntheory/__init__.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/add.py:1(<module>)
        1    0.000    0.000    2.470    2.470 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_tensor/__init__.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:1831(__del__)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/lists.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:1411(<lambda>)
        9    0.000    0.000    2.056    0.228 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_library/utils.py:30(get_source)
        1    0.000    0.000    0.020    0.020 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/plotting/plot.py:1(<module>)
       12    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/polytools.py:67(_polifyit)
        1    0.000    0.000    0.162    0.162 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_numpy/__init__.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:1416(namelist)
       29    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.099    0.099 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:1(<module>)
       20    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/npyio.py:225(__del__)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_result.py:28(Result)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/polyoptions.py:182(_init_dependencies_order)
       40    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.095    0.095 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/polyclasses.py:1(<module>)
        1    0.000    0.000    0.035    0.035 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_mp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/printing/pretty/pretty.py:30(PrettyPrinter)
       32    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/decorators.py:184(sympify_return)
       32    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/decorators.py:198(__init__)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_functorch/_aot_autograd/jit_compile_runtime_wrappers.py:1(<module>)
        1    0.000    0.000    0.038    0.038 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/rootoftools.py:1(<module>)
       33    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/base.py:31(__init__)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/math2.py:1(<module>)
        1    0.000    0.000    0.070    0.070 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_tensor/dispatch.py:1(<module>)
       30    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/data/_utils/fetch.py:8(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:902(_resolve_name)
       26    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/sre_parse.py:76(__init__)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_iv.py:1(<module>)
       30    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/distributed_c10d.py:460(default_pg)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_iv.py:324(_init_builtins)
        1    0.000    0.000    0.003    0.003 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/exprtools.py:1(<module>)
        1    0.000    0.000    0.020    0.020 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/ntheory/factor_.py:1(<module>)
       12    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/symbol.py:285(__new__)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_tensor/_collective_utils.py:1(<module>)
        1    0.000    0.000    0.008    0.008 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/distributed/_tensor/ops/matrix_ops.py:1(<module>)
        1    0.000    0.000    0.021    0.021 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/functions/special/hyper.py:1(<module>)
        1    0.000    0.000    1.196    1.196 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/polys/rings.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_mp_python.py:47(__new__)
        1    0.000    0.000    0.024    0.024 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/geometry/ellipse.py:1(<module>)
        1    0.000    0.000    0.292    0.292 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/solvers/__init__.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/linear.py:92(__init__)
       15    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_opset10.py:76(_apply)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/mutation_guard.py:58(GenerationTracker)
        6    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/rnn.py:314(__setstate__)
        1    0.000    0.000    0.195    0.195 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/series/__init__.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_iv.py:30(convert_mpf_)
       40    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      6/4    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/_pytree.py:778(_tree_flatten_helper)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/functions/expintegrals.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.021    0.021 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/functions/elementary/hyperbolic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_numpy/_casting_dicts.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/_rules.py:314(_POERules)
        6    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_opset10.py:277(_max_pool)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/core/evalf.py:1389(_create_evalf_table)
        1    0.000    0.000    0.002    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_functorch/_aot_autograd/input_output_analysis.py:1(<module>)
       12    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/matrices/expressions/matexpr.py:22(deco)
        2    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_base.py:52(_init_aliases)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_tool_component.py:19(ToolComponent)
        6    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/init.py:315(_calculate_fan_in_and_fan_out)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/shape_base.py:731(array_split)
       15    0.000    0.000    0.013    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:326(__setattr__)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        6    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/random.py:128(seed)
        3    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/linear.py:105(reset_parameters)
        1    0.000    0.000    0.004    0.004 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/geometry/polygon.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_opset17.py:1(<module>)
        1    0.000    0.000    0.006    0.006 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/variables/distributed.py:1(<module>)
       30    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/symbolic_opset9.py:296(_apply_params)
        4    0.000    0.000    0.051    0.013 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nested/_internal/nested_tensor.py:220(__torch_function__)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/functions/hypergeometric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_run.py:30(Run)
       15    0.000    0.000    0.009    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:2433(eval)
        1    0.000    0.000    0.000    0.000 {numpy.random.mtrand.seed}
        2    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/ctypes/__init__.py:391(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/sarif/_invocation.py:17(Invocation)
        1    0.000    0.000    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/series/gruntz.py:1(<module>)
        6    0.000    0.000    1.466    0.244 /gpfs/fs1/home/sbose/APPFL/src/appfl/comm/mpi/mpi_sync_communicator.py:40(recv_global_model_from_server)
       15    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/printing/pretty/pretty_symbology.py:410(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/printing/str.py:20(StrPrinter)
       29    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/_distutils_hack/__init__.py:89(<lambda>)
       21    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/ctx_iv.py:38(ivmpf)
       16    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/enum.py:783(__hash__)
        1    0.000    0.000    0.276    0.276 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/onnx/_internal/diagnostics/infra/_infra.py:1(<module>)
        1    0.000    0.000    0.014    0.014 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/sympy/calculus/accumulationbounds.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /home/sbose/time-series-forecasting-federation/models/LFDataset.py:83(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/mpmath/functions/elliptic.py:1(<module>)
        3    0.000    0.000    0.050    0.017 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_dynamo/decorators.py:172(_apply_func_to_inner_tensors_of_same_dim)
