         228165 function calls (220529 primitive calls) in 66.295 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      160    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:181(_get_node_flag)
      154    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:279(helper)
      245    0.001    0.000    0.001    0.000 {built-in method torch._C._log_api_usage_once}
      110    0.001    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:664(_new_wrapped_storage)
      154    0.001    0.000    0.007    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:139(__exit__)
    60/58    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:248(_resolve_forward)
      110    0.001    0.000    0.032    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:949(__reduce__)
      110    0.001    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:110(__deepcopy__)
      110    0.001    0.000    0.001    0.000 {method '_set_from_file' of 'torch._C.StorageBase' objects}
      110    0.001    0.000    0.014    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_tensor.py:212(__reduce_ex__)
      336    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
      154    0.001    0.000    0.009    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:130(__enter__)
      110    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_utils.py:438(_get_obj_state)
      110    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:1150(convert)
    49/41    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:773(_invalidate_flags_cache)
      220    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:504(_is_compressed_file)
      110    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:781(compute_should_use_set_data)
      160    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/encodings/cp437.py:14(decode)
      110    0.001    0.000    0.010    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:852(_deepcopy)
    62/58    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:1878(_strip_annotations)
        5    0.001    0.000   64.411   12.882 /gpfs/fs1/home/sbose/APPFL/src/appfl/comm/mpi/mpi_sync_communicator.py:48(recv_all_local_models_from_clients)
      110    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_utils.py:184(get_tensor_metadata)
        1    0.001    0.001    0.001    0.001 {built-in method _ctypes.dlopen}
      110    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/_python_dispatch.py:199(is_traceable_wrapper_subclass)
      110    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:933(_size)
      180    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/format.py:652(<genexpr>)
      110    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:567(_check_save_filelike)
       58    0.001    0.000    0.004    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/basecontainer.py:577(assign)
      110    0.001    0.000    0.001    0.000 {method '_write_file' of 'torch._C.StorageBase' objects}
       20    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
      125    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_utils.py:250(_validate_loaded_sparse_tensors)
      125    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:1327(__init__)
      232    0.001    0.000    0.001    0.000 {method 'size' of 'torch._C.TensorBase' objects}
    39/31    0.001    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/copy.py:201(_deepcopy_list)
      124    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:644(is_list_annotation)
      110    0.001    0.000    0.043    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:380(_load_from_bytes)
      260    0.001    0.000    0.001    0.000 {built-in method _struct.unpack}
      285    0.001    0.000    0.001    0.000 {method 'read' of '_io.BytesIO' objects}
      120    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:654(is_tuple_annotation)
       38    0.001    0.000    0.001    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
       70    0.001    0.000    0.001    0.000 {built-in method builtins.all}
      110    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:1067(find_class)
        1    0.001    0.001    0.001    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/_core/_multiarray_umath.py:1(<module>)
      235    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:547(_check_dill_version)
       78    0.001    0.000    0.004    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/rnn.py:160(__setattr__)
      250    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:413(__init__)
       89    0.001    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:741(is_primitive_type_annotation)
      110    0.000    0.000    0.000    0.000 {method 'new_empty' of 'torch._C.TensorBase' objects}
       80    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/parameter.py:8(__instancecheck__)
       90    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:1432(find_class)
      118    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/copyreg.py:100(__newobj__)
      120    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:1447(getinfo)
      120    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:753(close)
      250    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:416(__enter__)
      112    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/copyreg.py:109(_slotnames)
      220    0.000    0.000    0.000    0.000 {built-in method torch._C._has_storage}
      240    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:729(tell)
      222    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/attr/_compat.py:181(get_generic_base)
      101    0.000    0.000    0.030    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:341(__getattr__)
       58    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/basecontainer.py:821(_deep_update_type_hint)
      113    0.000    0.000    0.006    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/basecontainer.py:562(get_target_type_hint)
    69/65    0.000    0.000    0.055    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/omegaconf.py:1091(_maybe_wrap)
      220    0.000    0.000    0.000    0.000 {method 'stride' of 'torch._C.TensorBase' objects}
       11    0.000    0.000    0.008    0.001 <frozen importlib._bootstrap_external>:1536(find_spec)
      220    0.000    0.000    0.000    0.000 {method 'fileno' of '_io._IOBase' objects}
      110    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:379(location_tag)
    62/58    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:320(_eval_type)
      220    0.000    0.000    0.000    0.000 {method 'storage_offset' of 'torch._C.TensorBase' objects}
      110    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/_namedtensor_internals.py:10(check_serializing_named_tensor)
      110    0.000    0.000    0.000    0.000 {method 'copy_' of 'torch._C.TensorBase' objects}
       87    0.000    0.000    0.048    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:102(_deepcopy_impl)
       75    0.000    0.000    0.000    0.000 {function _load.<locals>.UnpicklerWrapper.find_class at 0x14f273c8d090}
      110    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:438(__exit__)
        2    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/library.py:80(define)
       12    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/rnn.py:154(<listcomp>)
      119    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:2260(<lambda>)
       20    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:259(_EndRecData)
      110    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:817(_element_size)
       60    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:128(<listcomp>)
      110    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/parameter.py:167(is_lazy)
       60    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
       45    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:143(_validate_and_convert_impl)
       12    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/rnn.py:167(flatten_parameters)
      220    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BytesIO' objects}
      179    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:341(_set_key)
       63    0.000    0.000    0.006    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:597(_is_special)
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:208(_cpu_tag)
       38    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:1077(flush)
       38    0.000    0.000    0.004    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:955(handle)
      167    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:108(__init__)
        3    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/traceback.py:405(format)
       20    0.000    0.000    0.023    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:1220(__init__)
       60    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/ast.py:33(parse)
     15/1    0.000    0.000    0.158    0.158 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:649(_set_value_impl)
      167    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:65(<lambda>)
        2    0.000    0.000    0.002    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:1773(get_type_hints)
       85    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:2313(children)
      120    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
      160    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
      130    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
       49    0.000    0.000    0.014    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:166(__init__)
       85    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:2322(named_children)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._cuda_init}
      125    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:1223(_get_dtype_from_pickle_storage_type)
       20    0.000    0.000    0.024    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/npyio.py:185(__init__)
       15    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:1455(_is_torchscript_zip)
     15/1    0.000    0.000    0.158    0.158 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:62(__init__)
      174    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       38    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:1088(emit)
      140    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:419(__exit__)
       38    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:665(format)
      148    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:67(__post_init__)
  116/115    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:306(inner)
        3    0.000    0.000    0.045    0.015 /home/sbose/.conda/envs/FL/lib/python3.10/traceback.py:338(extract)
       89    0.000    0.000    0.021    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:361(__getitem__)
       45    0.000    0.000    0.009    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:128(__init__)
      150    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:344(_is_flags_root)
      110    0.000    0.000    0.000    0.000 {built-in method torch._has_compatible_shallow_copy_type}
       76    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:912(acquire)
      140    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:1951(_fpclose)
       66    0.000    0.000    0.031    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/parameter.py:34(__new__)
       15    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       27    0.000    0.000    0.002    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:186(_validate_and_convert_impl)
        1    0.000    0.000    0.000    0.000 {method 'scatter' of 'mpi4py.MPI.Comm' objects}
       40    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:347(__init__)
       67    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:304(_is_none)
      128    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       76    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:919(release)
       60    0.000    0.000    0.009    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/utils.py:1027(safe_eval)
     11/6    0.000    0.000    0.043    0.007 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:113(__deepcopy__)
      140    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:667(_check_compression)
      125    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:1304(_get_restore_location)
       60    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/format.py:282(descr_to_dtype)
      125    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
      125    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       60    0.000    0.000    0.008    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/format.py:223(read_magic)
        2    0.000    0.000    0.077    0.039 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/rnn.py:59(__init__)
       51    0.000    0.000    0.044    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/traceback.py:301(line)
       22    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:528(register_parameter)
      120    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:721(__init__)
       60    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/compat/py3k.py:49(isfileobj)
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/serialization.py:1065(UnpicklerWrapper)
      120    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x14f28a4b2560}
      114    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:1737(cast)
      129    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       19    0.000    0.000    0.043    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/init.py:13(_no_grad_uniform_)
      110    0.000    0.000    0.000    0.000 {built-in method torch._C._get_tensor_metadata}
      150    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
      120    0.000    0.000    0.000    0.000 {method 'seekable' of '_io.BufferedReader' objects}
       38    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       58    0.000    0.000    0.115    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:306(__setitem__)
       27    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/omegaconf.py:638(is_config)
     15/1    0.000    0.000    0.011    0.011 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/cuda/__init__.py:263(_lazy_init)
        5    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/storage.py:943(_pickle_storage_type)
        5    0.000    0.000    0.009    0.002 <frozen importlib._bootstrap>:921(_find_spec)
       19    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:1549(findCaller)
      110    0.000    0.000    0.000    0.000 {method 'is_floating_point' of 'torch._C.TensorBase' objects}
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/utils/hooks.py:82(warn_if_has_hooks)
       55    0.000    0.000    0.038    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/dictconfig.py:326(__setattr__)
      110    0.000    0.000    0.000    0.000 {method 'is_conj' of 'torch._C.TensorBase' objects}
        6    0.000    0.000    0.472    0.079 /gpfs/fs1/home/sbose/APPFL/src/appfl/comm/mpi/mpi_sync_communicator.py:31(broadcast_global_model)
      110    0.000    0.000    0.000    0.000 {method 'is_neg' of 'torch._C.TensorBase' objects}
       34    0.000    0.000    0.026    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:159(__deepcopy__)
      110    0.000    0.000    0.000    0.000 {method 'has_names' of 'torch._C.TensorBase' objects}
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/overrides.py:1838(is_tensor_like)
      110    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/__future__.py:25(get_overwrite_module_params_on_conversion)
      110    0.000    0.000    0.000    0.000 {method 'data_ptr' of 'torch._C.TensorBase' objects}
       20    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/npyio.py:212(close)
        5    0.000    0.000    0.017    0.003 /gpfs/fs1/home/sbose/APPFL/src/appfl/algorithm/fl_base.py:61(log_contents)
       30    0.000    0.000    0.006    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:374(__init__)
      110    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function_unary}
      110    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      110    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       60    0.000    0.000    0.000    0.000 {built-in method time.time}
       19    0.000    0.000    0.004    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:1680(callHandlers)
       20    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:216(_EndRecData64)
       88    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       87    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:110(_is_optional)
       27    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:680(is_primitive_container)
       95    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       26    0.000    0.000    0.019    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:197(__deepcopy__)
       50    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       90    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/__future__.py:68(get_swap_module_params_on_conversion)
       19    0.000    0.000    0.007    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:1600(_log)
       20    0.000    0.000    0.023    0.001 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/npyio.py:91(zipfile_factory)
       86    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.listdir}
       70    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
       86    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       19    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/posixpath.py:117(splitext)
       80    0.000    0.000    0.000    0.000 {function _ParameterMeta.__instancecheck__ at 0x14f28ac337f0}
       19    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/posixpath.py:140(basename)
       12    0.000    0.000    0.003    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/rnn.py:153(_init_flat_weights)
       72    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:580(_is_interpolation_string)
       38    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:643(usesTime)
       22    0.000    0.000    0.005    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/nodes.py:245(__init__)
        5    0.000    0.000    0.009    0.002 <frozen importlib._bootstrap_external>:1399(_get_spec)
       38    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:932(format)
       40    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:465(_decodeExtra)
       38    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:423(usesTime)
       78    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       44    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/cuda/__init__.py:180(<genexpr>)
        4    0.000    0.000    0.001    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/rnn.py:262(_weights_have_changed)
        2    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/library.py:113(impl)
       10    0.000    0.000    0.000    0.000 /home/sbose/time-series-forecasting-federation/models/LFDataset.py:10(split_dataset)
       38    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:438(format)
       38    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:649(formatMessage)
       19    0.000    0.000    0.008    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:1467(info)
       10    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:428(__init__)
       67    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/typing.py:383(__reduce__)
       71    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:375(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
       20    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:482(enter_context)
       54    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
       31    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/_utils.py:621(is_primitive_list)
       28    0.000    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
       60    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/dataclasses.py:1202(<genexpr>)
       58    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/omegaconf/base.py:338(_key)
       19    0.000    0.000    0.001    0.000 <string>:2(__init__)
        2    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/dataclasses.py:1187(fields)
       19    0.000    0.000    0.043    0.002 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/init.py:124(uniform_)
       60    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/numpy/lib/format.py:196(_check_version)
        1    0.000    0.000    0.012    0.012 /gpfs/fs1/home/sbose/APPFL/src/appfl/algorithm/fl_base.py:74(log_summary)
       40    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/zipfile.py:1835(close)
       10    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       51    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       60    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       19    0.000    0.000    0.004    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/logging/__init__.py:1626(handle)
       20    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/contextlib.py:509(_push_cm_exit)
        5    0.000    0.000    0.015    0.003 /home/sbose/.conda/envs/FL/lib/python3.10/site-packages/torch/nn/modules/module.py:2103(load_state_dict)
       19    0.000    0.000    0.000    0.000 /home/sbose/.conda/envs/FL/lib/python3.10/genericpath.py:121(_splitext)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
       61    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
